1.219999999999999973e+00,8.570000000000000284e+00,1.862839999999999918e+01
6.150000000000000355e+00,9.060000000000000497e+00,5.594250000000000966e+01
9.890000000000000568e+00,5.830000000000000071e+00,1.094721000000000117e+02
4.860000000000000320e+00,1.840000000000000080e+00,2.729960000000000164e+01
8.070000000000000284e+00,9.640000000000000568e+00,8.440490000000001203e+01
7.879999999999999893e+00,9.189999999999999503e+00,8.047440000000000282e+01
7.969999999999999751e+00,8.359999999999999432e+00,8.024089999999999634e+01
7.049999999999999822e+00,2.149999999999999911e+00,5.400249999999999773e+01
6.620000000000000107e+00,4.969999999999999751e+00,5.376440000000000197e+01
1.949999999999999956e+00,4.120000000000000107e+00,1.204250000000000043e+01
2.339999999999999858e+00,8.580000000000000071e+00,2.263560000000000016e+01
2.859999999999999876e+00,6.910000000000000142e+00,2.199960000000000093e+01
7.269999999999999574e+00,9.910000000000000142e+00,7.267289999999999850e+01
5.240000000000000213e+00,2.279999999999999805e+00,3.201760000000000161e+01
5.490000000000000213e+00,9.759999999999999787e+00,4.966009999999999991e+01
9.269999999999999574e+00,6.330000000000000071e+00,9.859289999999998599e+01
1.360000000000000098e+00,4.200000000000000178e+00,1.024960000000000093e+01
4.440000000000000391e+00,9.470000000000000639e+00,3.865360000000000440e+01
2.330000000000000071e+00,2.140000000000000124e+00,9.708899999999999864e+00
2.839999999999999858e+00,7.549999999999999822e+00,2.316559999999999775e+01
2.879999999999999893e+00,5.240000000000000213e+00,1.877439999999999998e+01
9.320000000000000284e+00,8.240000000000000213e+00,1.033424000000000120e+02
2.250000000000000000e+00,7.320000000000000284e+00,1.970250000000000057e+01
3.060000000000000053e+00,4.790000000000000036e+00,1.894359999999999999e+01
2.350000000000000089e+00,5.910000000000000142e+00,1.734250000000000114e+01
2.200000000000000178e+00,1.889999999999999902e+00,8.620000000000000995e+00
9.070000000000000284e+00,1.510000000000000009e+00,8.528490000000000748e+01
5.990000000000000213e+00,7.169999999999999929e+00,5.022010000000000218e+01
5.429999999999999716e+00,8.369999999999999218e+00,4.622489999999999100e+01
1.550000000000000044e+00,5.299999999999999822e+00,1.300249999999999950e+01
5.580000000000000071e+00,3.020000000000000018e+00,3.717640000000000100e+01
1.070000000000000062e+00,1.090000000000000080e+00,3.324900000000000411e+00
1.699999999999999956e+00,3.290000000000000036e+00,9.469999999999998863e+00
8.089999999999999858e+00,4.150000000000000355e+00,7.374809999999999377e+01
7.000000000000000000e+00,2.669999999999999929e+00,5.434000000000000341e+01
6.250000000000000000e+00,5.299999999999999822e+00,4.966250000000000142e+01
2.470000000000000195e+00,1.600000000000000089e+00,9.300900000000002166e+00
4.519999999999999574e+00,1.379999999999999893e+00,2.319039999999999679e+01
2.709999999999999964e+00,6.940000000000000391e+00,2.122409999999999997e+01
6.660000000000000142e+00,7.190000000000000391e+00,5.873560000000000514e+01
9.789999999999999147e+00,1.689999999999999947e+00,9.922409999999997865e+01
7.530000000000000249e+00,4.610000000000000320e+00,6.592090000000000316e+01
3.709999999999999964e+00,4.129999999999999893e+00,2.202409999999999712e+01
9.130000000000000782e+00,2.500000000000000000e+00,8.835690000000001021e+01
9.810000000000000497e+00,4.959999999999999964e+00,1.061561000000000092e+02
3.549999999999999822e+00,5.950000000000000178e+00,2.450249999999999773e+01
4.589999999999999858e+00,3.490000000000000213e+00,2.804809999999999803e+01
8.460000000000000853e+00,9.759999999999999787e+00,9.109160000000001389e+01
9.779999999999999361e+00,7.269999999999999574e+00,1.101883999999999730e+02
9.500000000000000000e+00,6.660000000000000142e+00,1.035699999999999932e+02
5.629999999999999893e+00,7.259999999999999787e+00,4.621689999999999543e+01
3.660000000000000142e+00,3.689999999999999947e+00,2.077560000000000073e+01
8.630000000000000782e+00,8.580000000000000071e+00,9.163690000000001135e+01
7.059999999999999609e+00,3.339999999999999858e+00,5.652359999999999474e+01
7.820000000000000284e+00,6.360000000000000320e+00,7.387240000000001316e+01
4.549999999999999822e+00,3.479999999999999982e+00,2.766249999999999787e+01
3.629999999999999893e+00,6.690000000000000391e+00,2.655689999999999884e+01
5.690000000000000391e+00,3.169999999999999929e+00,3.871609999999999729e+01
3.560000000000000053e+00,7.690000000000000391e+00,2.805360000000000298e+01
4.990000000000000213e+00,7.139999999999999680e+00,3.918010000000000304e+01
5.459999999999999964e+00,5.790000000000000036e+00,4.139159999999999684e+01
6.679999999999999716e+00,3.720000000000000195e+00,5.206239999999999668e+01
2.100000000000000089e+00,8.919999999999999929e+00,2.225000000000000000e+01
5.559999999999999609e+00,8.000000000000000000e+00,4.691359999999999530e+01
8.380000000000000782e+00,3.029999999999999805e+00,7.628440000000001930e+01
6.129999999999999893e+00,6.139999999999999680e+00,4.985690000000000310e+01
4.179999999999999716e+00,1.469999999999999973e+00,2.041239999999999810e+01
3.259999999999999787e+00,3.299999999999999822e+00,1.722759999999999891e+01
8.259999999999999787e+00,3.189999999999999947e+00,7.460759999999999081e+01
9.130000000000000782e+00,1.340000000000000080e+00,8.603690000000001703e+01
3.490000000000000213e+00,4.750000000000000000e+00,2.168010000000000304e+01
8.929999999999999716e+00,5.639999999999999680e+00,9.102490000000000236e+01
1.479999999999999982e+00,4.769999999999999574e+00,1.173039999999999949e+01
1.510000000000000009e+00,7.780000000000000249e+00,1.784009999999999962e+01
5.500000000000000000e+00,6.719999999999999751e+00,4.368999999999999773e+01
9.279999999999999361e+00,4.190000000000000391e+00,9.449839999999998952e+01
4.730000000000000426e+00,8.519999999999999574e+00,3.941290000000000759e+01
2.919999999999999929e+00,8.349999999999999645e+00,2.522639999999999816e+01
2.200000000000000178e+00,5.290000000000000036e+00,1.542000000000000171e+01
4.440000000000000391e+00,9.640000000000000568e+00,3.899360000000000070e+01
9.349999999999999645e+00,7.030000000000000249e+00,1.014825000000000017e+02
7.740000000000000213e+00,6.320000000000000284e+00,7.254760000000000275e+01
5.660000000000000142e+00,2.069999999999999840e+00,3.617560000000000286e+01
3.490000000000000213e+00,6.450000000000000178e+00,2.508010000000000161e+01
6.450000000000000178e+00,5.860000000000000320e+00,5.332249999999999801e+01
7.519999999999999574e+00,9.199999999999999289e+00,7.495040000000000191e+01
2.049999999999999822e+00,8.919999999999999929e+00,2.204250000000000043e+01
